,Age,DailyRate,Education,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,OverTime,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MonthlyRupiah,BonusScore,FinalBonus
627,52,890,4,81,2,4,4,13826,0,4,31,3,9,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,17128345,228.9798439662745,31658
628,37,342,4,66,2,2,3,6334,0,3,9,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7846878,146.23383949208383,9262
629,28,1169,2,63,2,1,4,4936,0,3,6,6,5,1,0,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6114965,147.5706713343684,7284
630,22,1230,2,33,2,2,4,4775,0,4,4,2,2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5915510,176.6976951682409,8437
631,44,986,4,62,4,1,4,2818,1,4,10,2,3,2,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3491080,180.66698263584775,5091
632,42,1271,1,35,3,1,4,2515,1,3,8,2,2,1,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3115709,150.69683367522256,3790
633,36,1278,3,77,2,1,1,2342,0,4,6,3,5,4,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2901388,157.51630878558424,3689
634,25,141,1,98,3,2,1,4194,1,3,5,3,5,3,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5195738,171.30568222737477,7184
635,35,607,3,66,2,3,3,10685,1,4,17,2,17,14,5,15,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,13237116,230.36747375117915,24614
636,35,130,4,96,3,1,2,2022,1,3,10,3,10,2,7,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2504955,183.87826202376206,3718
637,32,300,3,61,3,1,4,2314,0,3,4,2,3,0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2866700,143.5886010913749,3322
638,25,583,1,87,2,2,1,4256,0,3,5,1,5,2,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5272547,152.56388643151396,6493
639,49,1418,3,36,3,1,1,3580,0,3,7,2,4,2,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4435084,155.67902894539372,5573
640,24,1269,1,46,2,1,4,3162,0,3,6,2,5,2,3,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3917245,128.52607319481368,4063
641,32,379,2,48,3,2,2,6524,0,3,10,3,10,8,5,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8082260,176.6574114293361,11525
642,38,395,3,98,2,1,2,2899,0,3,3,3,2,2,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3591427,136.3053985161605,3951
643,42,1265,3,95,4,2,4,5231,1,3,17,1,5,3,1,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6480426,177.21192476872017,9269
644,31,1222,4,48,3,1,4,2356,1,3,8,2,6,4,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2918731,153.96502638861907,3627
645,29,341,3,48,2,1,3,2800,1,3,5,3,3,2,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3468781,136.0793988419125,3810
646,53,868,3,73,3,4,4,11836,0,3,28,3,2,0,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,14663033,193.77548724102434,22935
647,35,672,3,78,2,3,2,10903,0,3,16,2,13,10,4,8,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,13507185,197.67099308564946,21552
648,37,1231,2,54,3,1,4,2973,0,3,10,3,5,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3683102,153.62115415894453,4567
649,53,102,4,72,3,4,4,14275,0,3,33,0,12,9,3,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,17684589,213.31765631408146,30451
650,43,422,3,33,3,2,4,5562,0,3,12,2,5,2,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6890486,155.4251149474286,8644
651,47,249,2,35,3,2,4,4537,1,4,8,2,7,6,7,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5620664,202.11506068877512,9169
652,37,1252,2,32,3,3,2,7642,1,3,10,2,10,0,0,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,9467294,201.82571143294558,15423
653,50,881,4,98,3,4,1,17924,0,3,31,3,31,6,14,7,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,22205154,268.53654632648795,48132
654,39,1383,3,42,2,2,4,5204,0,3,13,2,5,4,0,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6446977,145.9397733815203,7594
655,33,1075,2,57,3,1,2,2277,1,3,7,4,4,3,0,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2820862,156.56115236707146,3564
656,32,374,4,87,3,1,4,2795,1,4,1,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3462587,147.27324323100166,4116
657,29,1086,1,62,2,1,4,2532,0,3,8,5,4,3,0,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3136769,132.36290542236614,3351
658,44,661,2,61,3,1,1,2559,1,3,8,0,8,7,7,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3170218,175.3391986706586,4486
659,28,821,4,98,3,2,4,4908,0,3,4,3,4,2,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6080278,150.24228784355196,7373
660,58,781,1,57,2,1,4,2380,1,3,3,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2948464,144.44207048187496,3437
661,43,177,3,55,3,2,2,4765,0,4,4,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5903122,179.84693843004047,8569
662,20,500,3,49,2,1,3,2044,0,3,2,3,2,2,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2532210,130.54899815455508,2668
663,21,1427,1,65,3,1,4,2693,0,3,1,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3336224,143.47331797086602,3863
664,36,1425,1,68,3,2,4,6586,1,3,17,2,16,8,4,11,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8159068,206.83926719555734,13622
665,47,1454,4,65,2,1,4,3294,1,3,3,3,3,2,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4080773,144.07186831000175,4745
666,22,617,1,34,3,2,3,4171,1,3,4,3,3,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5167245,172.25951009380586,7184
667,41,1085,4,57,1,1,4,2778,1,3,10,1,7,7,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3441526,154.3656681292898,4288
668,28,995,3,77,3,1,3,2377,0,3,6,2,2,2,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2944747,144.54213737246522,3435
669,39,1122,3,70,3,1,1,2404,1,4,8,2,2,2,2,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2978196,156.9543235664155,3773
670,27,618,3,76,3,1,3,2318,0,3,1,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2871655,127.28194616696676,2950
671,34,546,3,83,3,1,2,2008,0,3,1,3,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2487611,146.0988721150324,2933
672,42,462,2,68,2,2,3,6244,0,3,10,6,5,4,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7735382,149.54389170791043,9337
673,33,1198,4,100,2,1,1,2799,1,3,6,1,3,2,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3467542,144.34142467667064,4040
674,58,1272,3,37,2,3,2,10552,1,3,24,3,6,0,0,4,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,13072349,182.95988525426162,19305
675,31,154,4,41,2,1,3,2329,0,3,13,2,7,7,5,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2885282,145.07985167997668,3378
676,35,1137,1,51,3,2,4,4014,1,4,10,2,10,6,0,7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4972745,209.74093554533556,8419
677,49,527,2,51,3,3,2,7403,0,3,29,3,26,9,1,7,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,9171209,233.87892257930574,17314
678,48,1469,4,51,3,1,3,2259,0,3,13,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2798563,137.84498492194436,3113
679,31,1188,2,45,3,2,3,6932,0,3,9,2,9,8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8587711,184.7563141859324,12807
680,36,188,4,65,3,1,4,4678,0,3,8,6,6,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5795342,156.78119801829823,7334
681,38,1333,3,80,3,3,1,13582,0,3,15,3,15,12,5,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,16826065,183.7404933604313,24955
682,32,1184,3,70,2,1,2,2332,0,4,5,3,3,0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2888999,163.32175928278184,3808
683,25,867,2,36,2,1,2,2413,1,3,1,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2989346,135.1832370081953,3261
684,40,658,4,67,2,3,2,9705,0,3,11,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12023043,155.65169330998052,15105
685,26,1283,3,52,2,2,1,4294,0,3,7,2,7,7,0,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5319623,164.48618053216728,7063
686,41,263,3,59,3,1,1,4721,1,3,20,3,18,13,2,17,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5848612,183.73623466570655,8674
687,36,938,4,79,3,1,3,2519,0,4,16,6,11,8,3,9,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3120664,181.0260188096514,4560
688,19,419,3,37,2,1,2,2121,1,3,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2627602,161.8262448577204,3432
689,20,129,3,84,3,1,1,2973,0,3,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3683102,136.22419444051675,4049
690,31,616,3,41,3,2,4,5855,1,3,10,2,9,7,8,5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,7253469,194.10976814998563,11365
691,40,1469,4,35,3,1,2,3617,1,3,3,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4480922,157.69389186531743,5703
692,32,498,4,93,3,2,1,6725,0,3,8,2,8,7,6,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8331269,165.61045185947927,11137
693,36,530,1,51,2,3,4,10325,1,3,16,6,16,7,3,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12791130,206.79765283049696,21351
694,33,1069,3,42,2,2,4,6949,0,3,6,3,5,0,1,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8608771,150.20322258530686,10437
695,37,625,4,46,2,3,3,10609,0,3,17,2,14,1,11,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,13142963,190.30232791061422,20189
696,45,805,2,57,3,2,2,4447,0,3,9,5,9,7,0,8,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5509167,182.0810348603632,8097
697,29,1404,3,84,3,1,4,2157,0,3,3,5,3,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2672200,142.04494021987483,3063
698,35,1219,3,86,3,2,3,4601,0,3,5,3,5,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5699950,156.1355581983019,7183
699,52,1053,2,70,3,4,4,17099,0,3,26,2,9,8,7,8,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,21183102,209.006673912588,35738
700,58,289,3,51,3,1,3,2479,0,4,7,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3071110,153.38866876561693,3802
701,53,1376,2,45,3,4,3,14852,0,3,22,3,17,13,15,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,18399405,226.6402299177212,33660
702,30,231,2,62,3,3,3,7264,0,3,10,2,8,4,7,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8999009,183.5182766650575,13330
703,38,152,3,85,3,2,4,5666,1,3,6,1,5,3,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7019326,189.0542502243561,10711
704,35,882,4,92,3,3,4,7823,0,3,12,2,10,9,0,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,9691526,190.1265269687574,14873
705,39,903,5,41,4,3,3,7880,0,3,9,3,8,7,0,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,9762141,188.11273142251562,14823
706,40,1479,3,100,4,4,2,13194,1,3,22,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16345391,217.5317180800591,28701
707,47,1379,4,64,4,2,3,5067,1,3,20,3,19,10,2,7,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6277255,219.1183405201907,11102
708,36,1229,4,84,3,2,4,5079,0,3,12,3,7,7,0,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6292121,159.8550363369038,8119
709,31,335,2,46,2,1,1,2321,1,4,4,0,3,2,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2875372,150.4598389961067,3492
710,33,722,3,38,3,4,3,17444,0,3,10,2,10,8,6,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,21610505,205.70437096949303,35883
711,29,906,3,92,2,1,1,2404,1,4,3,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2978196,152.3124522552839,3661
712,33,461,1,53,3,1,4,3452,0,3,5,4,3,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4276511,144.4532255184558,4986
713,45,974,4,91,3,1,4,2270,0,3,8,2,5,3,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2812190,146.69761166800748,3330
714,50,1126,2,66,3,4,4,17399,0,4,32,1,5,4,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,21554757,224.9550279418444,39139
715,33,827,4,84,4,2,2,5488,1,3,6,2,6,5,1,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6798811,178.5166687457223,9796
716,41,840,3,64,3,5,3,19419,0,3,21,2,18,16,0,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,24057235,242.33368774405548,47058
717,27,1134,4,37,3,1,2,2811,0,3,4,2,2,2,2,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3482408,145.25072137114216,4082
718,45,248,2,42,3,2,1,3633,1,3,9,2,9,8,0,8,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4500743,185.80875340966284,6750
719,47,955,2,83,3,2,4,4163,1,3,9,0,9,0,0,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5157334,174.60582427678554,7268
720,30,138,3,48,3,1,3,2132,1,3,7,2,5,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2641229,154.44529843739934,3292
721,50,939,3,95,3,4,3,13973,1,3,22,2,12,11,1,5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,17310456,221.88999021122788,31004
722,38,1391,1,66,3,1,3,2684,0,3,3,0,2,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3325074,141.76202657476742,3804
723,46,566,2,75,3,3,3,10845,0,3,13,3,8,7,0,7,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,13435332,176.2478379670108,19114
724,24,1206,1,41,2,2,3,4377,0,3,5,6,4,2,3,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5422448,143.22152923006334,6268
725,35,622,4,39,2,1,2,3743,1,4,5,2,4,2,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4637017,163.27296667945637,6111
726,31,853,1,96,3,2,1,4148,0,3,4,1,4,3,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5138751,172.7846381285244,7167
727,18,287,2,73,3,1,4,1051,0,3,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1302032,132.34437379248465,1390
728,54,1441,3,56,3,3,3,10739,0,3,22,2,10,7,0,8,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,13304014,195.36649060536683,20980
729,35,583,4,57,3,3,3,10388,1,3,16,3,16,10,10,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,12869177,221.31063274719108,22989
730,30,153,2,73,4,3,1,11416,1,3,9,4,8,7,1,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,14142716,208.19840411432392,23767
731,20,1097,3,98,2,1,1,2600,1,3,1,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3221011,141.8772949400273,3688
732,30,109,3,60,3,1,2,2422,0,3,4,3,3,2,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3000496,131.5911284184672,3187
733,26,1066,2,32,4,2,4,5472,0,3,8,2,8,7,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6778989,179.66353052749136,9831
734,22,217,1,94,1,1,1,2451,0,3,4,3,4,3,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3036422,130.34971181282506,3194
735,48,277,3,97,2,2,3,4240,0,3,19,0,2,2,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5252725,133.51307738641947,5660
736,48,1355,4,78,2,3,3,10999,0,3,27,3,15,11,4,8,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,13626115,199.21717455330463,21911
737,41,549,2,42,3,2,3,5003,0,3,8,6,2,2,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6197968,165.47509366903313,8278
738,39,466,1,65,2,4,4,12742,0,3,21,3,21,6,11,8,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,15785431,223.69729394786347,28503
739,27,1055,4,47,3,2,4,4227,0,3,4,2,3,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5236620,163.77503192811145,6922
740,35,802,3,45,3,1,4,3917,0,4,3,4,3,2,1,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4852577,165.28710091119657,6474
741,42,265,2,90,3,5,3,18303,0,3,21,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,22674678,206.93544690175648,37875
742,50,804,3,64,3,1,4,2380,0,3,8,5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2948464,145.19700137416743,3455
743,59,715,3,69,2,4,4,13726,1,3,30,4,5,3,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,17004460,197.22909534578585,27071
744,37,1141,2,61,1,2,2,4777,0,3,15,2,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5917988,132.43942196552635,6326
745,55,135,4,62,3,2,2,6385,1,3,17,3,8,7,6,7,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,7910059,178.57635382592252,11402
746,41,247,1,55,1,5,3,19973,0,4,21,3,21,16,5,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,24743558,256.61078101138565,51252
747,38,1035,4,42,3,2,4,6861,1,3,19,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8499752,157.20039486359784,10785
748,26,265,2,79,1,2,1,4969,0,3,7,6,2,2,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6155847,140.0798935078559,6960
749,52,266,1,57,1,5,4,19845,0,3,33,3,32,14,6,9,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,24584985,249.82628197386506,49578
750,44,1448,3,53,4,4,4,13320,1,3,23,2,12,11,11,11,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,16501487,236.03101724897468,31439
751,50,145,3,95,3,2,3,6347,0,3,19,3,18,7,0,13,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7862983,200.12676339598994,12702
752,36,885,4,43,4,1,1,2743,0,3,18,1,17,13,15,14,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3398167,188.04773653470735,5158
753,39,945,3,82,3,3,1,10880,1,3,21,2,21,6,2,8,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,13478692,234.98881250007963,25566
754,33,1038,1,88,2,1,4,2342,0,3,3,2,2,2,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2901388,137.52666976577717,3220
755,45,1234,2,90,3,4,4,17650,0,3,26,4,9,3,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,21865709,193.8322311943534,34211
756,32,1109,4,69,3,1,3,4025,0,3,10,2,8,7,7,7,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4986373,153.93789236676983,6196
757,34,216,4,75,4,2,4,9725,0,3,16,2,15,1,0,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12047820,207.09270455821738,20139
758,59,1089,2,66,3,3,4,11904,1,3,14,1,6,4,0,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,14747275,190.51397850589075,22678
759,45,788,4,36,3,1,2,2177,0,3,6,3,6,3,0,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2696977,145.97542432409355,3177
760,53,124,3,38,2,3,2,7525,0,3,30,2,15,7,6,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9322349,186.68589786310957,14048
761,36,660,3,81,3,2,3,4834,0,3,9,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5988603,152.82612632248052,7387
762,26,342,3,57,3,1,1,2042,1,3,6,2,3,2,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2529732,144.71626171940346,2955
763,34,1333,4,87,3,1,3,2220,1,3,1,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2750248,144.51568079202758,3208
764,28,1144,1,74,3,1,2,1052,0,4,1,5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1303271,149.05536469501916,1568
765,38,1186,4,44,3,1,3,2821,0,3,8,2,2,2,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3494797,151.23648543526485,4266
766,50,1464,4,62,3,5,3,19237,1,3,29,2,8,1,7,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,23831764,236.29560833941545,45456
767,37,124,3,35,3,2,2,4107,0,3,8,3,4,3,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5087958,167.19939430720765,6866
768,40,300,3,74,3,2,1,8396,0,3,8,3,7,7,7,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10401388,167.20912661660665,14038
769,26,921,1,66,2,1,3,2007,0,3,5,5,5,3,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2486373,148.01349052739292,2970
770,46,430,4,40,3,5,4,19627,0,3,23,0,2,2,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,24314916,189.72307695070427,37236
771,54,1082,4,41,2,3,3,10686,0,3,13,4,9,4,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,13238355,180.33295405750584,19270
772,56,1240,3,63,3,1,3,2942,0,3,18,4,5,4,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3644698,147.94669707322794,4352
773,36,796,5,51,2,3,4,8858,0,3,15,2,14,8,7,8,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,10973736,185.04074447352494,16390
774,55,444,1,40,2,4,1,16756,0,3,31,3,9,7,6,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,20758176,206.05154069976598,34525
775,43,415,3,79,2,3,4,10798,0,3,18,5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,13377106,161.95465963197148,17487
776,20,769,3,54,3,1,4,2323,1,3,2,3,2,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2877849,137.35492888649202,3190
777,21,1334,3,36,2,1,1,1416,0,3,1,6,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1754212,122.18096755397296,1730
778,46,1003,4,74,2,2,1,4615,1,4,19,2,16,13,1,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5717294,215.55322620305674,9947
779,51,1323,4,34,3,1,3,2461,1,3,18,2,10,0,2,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3048811,173.2584712589437,4263
780,28,1366,2,72,2,3,1,8722,0,3,10,2,10,7,1,9,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10805253,193.06632399923765,16839
781,26,192,2,59,2,1,1,3955,0,3,6,2,5,3,1,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4899653,139.04722236031571,5499
782,30,1176,3,85,3,2,1,9957,0,3,7,1,6,2,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12335233,176.13922414964838,17538
783,41,509,2,43,4,1,3,3376,0,3,10,3,10,6,0,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4182359,167.46696276320944,5653
784,38,330,1,65,2,3,3,8823,0,3,20,4,19,9,1,9,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10930377,206.13240589890762,18187
